,datestop,timestop,arstmade,frisked,searched,forceuse,sex,race,age,zip,longitude,latitude,detailCM
14096,2015-07-12,10,N,N,N,,M,B,25, ,-73.99788329411592,40.57754592108862,20
14098,2015-07-12,15,N,Y,N,SF,M,A,20, ,-73.83497994350316,40.707096771489695,85
14099,2015-07-12,15,N,Y,N,,M,B,25, ,-73.98451760840082,40.57530239287059,20
14100,2015-07-12,15,N,Y,N,,M,B,45, ,-73.98451760840082,40.57530239287059,20
14101,2015-07-12,15,Y,Y,N,SF,M,P,22, ,-73.83497994350316,40.707096771489695,85
14102,2015-07-12,15,N,Y,N,SF,M,W,20, ,-73.83497994350316,40.707096771489695,85
14103,2015-07-12,15,N,Y,N,SF,M,W,19, ,-73.83497994350316,40.707096771489695,85
14104,2015-07-12,30,N,N,N,,M,B,63, ,-73.98349292771567,40.70137850334131,17
14105,2015-07-12,35,N,Y,N,SF,M,B,24, ,-73.98884087183144,40.57529740455763,20
14106,2015-07-12,50,Y,Y,Y,,M,P,17, ,-73.89597889242303,40.82031188060952,45
14107,2015-07-12,100,N,Y,N,,M,A,38, ,-73.94299775069646,40.64360450243467,14
14108,2015-07-12,100,N,Y,N,,M,B,20, ,-73.96803753489446,40.63665066563983,85
14109,2015-07-12,100,N,Y,N,,M,B,32, ,-73.9866091271214,40.57489367993107,20
14110,2015-07-12,100,N,Y,N,DS,M,Q,37, ,-73.94299775069646,40.64360450243467,14
14111,2015-07-12,130,N,N,N,,F,B,30, ,-73.98543495874497,40.75953738203512,9
14112,2015-07-12,130,N,N,N,,F,B,35, ,-73.98543495874497,40.75953738203512,9
14113,2015-07-12,130,N,N,N,,F,B,27, ,-73.98543495874497,40.75953738203512,9
14114,2015-07-12,135,Y,Y,Y,SF,F,B,24, ,-73.84788002906346,40.818430472546964,31
14115,2015-07-12,135,Y,Y,Y,SF,F,B,22, ,-73.84788002906346,40.818430472546964,31
14116,2015-07-12,155,Y,Y,Y,,M,P,27, ,-73.942335320521,40.813864097608864,20
14117,2015-07-12,215,N,N,N,,M,B,37, ,-73.9837109199274,40.57674330322648,46
14118,2015-07-12,225,N,Y,N,,M,B,19, ,-73.98152217601262,40.57698725954447,20
14119,2015-07-12,230,N,Y,N,,M,B,32, ,-73.75101489130721,40.60701066428004,20
14120,2015-07-12,248,N,Y,N,OT,M,B,20, ,-73.93719591290304,40.69375131116225,20
14121,2015-07-12,250,N,N,N,,M,B,50, ,-73.98477288683962,40.57662542234362,14
14122,2015-07-12,250,N,Y,N,,M,W,36, ,-73.98463940152868,40.593552594329246,20
14123,2015-07-12,300,N,N,N,,F,B,37, ,-73.89367143530185,40.674821561626686,20
14124,2015-07-12,300,N,Y,N,,M,B,33, ,-73.89367143530185,40.674821561626686,20
14125,2015-07-12,300,N,Y,N,,M,B,35, ,-73.89367143530185,40.674821561626686,20
14126,2015-07-12,325,N,N,N,,F,P,29, ,-73.88587241076777,40.65656679068698,85
14127,2015-07-12,325,N,N,N,,M,B,17, ,-73.88587241076777,40.65656679068698,85
14128,2015-07-12,325,N,N,N,,M,W,26, ,-73.96310422827261,40.57937628931442,46
14129,2015-07-12,325,N,N,N,,Z,P,18, ,-73.88587241076777,40.65656679068698,85
14130,2015-07-12,325,N,N,N,,Z,P,17, ,-73.88587241076777,40.65656679068698,85
14131,2015-07-12,348,N,N,N,,M,B,22, ,-73.9943430885443,40.68100512485223,68
14132,2015-07-12,348,N,N,N,,M,B,25, ,-73.9943430885443,40.68100512485223,68
14134,2015-07-12,410,N,N,N,,M,B,24, ,-73.99851321429229,40.57987352383479,14
14135,2015-07-12,420,N,Y,N,,M,B,16, ,-73.99071654617713,40.573708329941304,20
14136,2015-07-12,425,N,Y,N,,M,P,20, ,-73.98557235926212,40.57514882116276,20
14137,2015-07-12,425,N,Y,N,,M,Q,20, ,-73.98239731823973,40.575513437446254,20
14138,2015-07-12,425,N,Y,N,,M,Q,25, ,-73.98557235926212,40.57514882116276,20
14139,2015-07-12,425,N,Y,N,,M,Q,20, ,-73.98557235926212,40.57514882116276,20
14140,2015-07-12,430,N,N,N,,M,B,38, ,-73.99915409757982,40.57281115093634,46
14141,2015-07-12,435,N,N,N,,M,B,22, ,-73.96617285207387,40.640432448136025,68
14142,2015-07-12,440,N,N,N,,F,B,29, ,-73.84750642323391,40.886871989086565,20
14143,2015-07-12,448,N,Y,N,,M,W,24, ,-73.83994485554773,40.790428978578,14
14144,2015-07-12,450,N,N,N,,M,B,26, ,-73.981939155722,40.5791996371707,46
14145,2015-07-12,535,Y,Y,Y,,F,B,23, ,-73.8892582761039,40.814088827703266,68
14146,2015-07-12,535,N,N,N,,F,B,21, ,-73.8892582761039,40.814088827703266,68
14147,2015-07-12,535,N,N,N,,F,B,25, ,-73.8892582761039,40.814088827703266,68
14148,2015-07-12,535,N,N,N,,F,P,25, ,-73.8892582761039,40.814088827703266,68
14149,2015-07-12,535,N,N,N,,F,P,39, ,-73.8892582761039,40.814088827703266,68
14150,2015-07-12,545,N,N,N,,M,Q,49, ,-73.95557775354445,40.68071397732914,68
14151,2015-07-12,1009,N,Y,Y,,M,W,38, ,-73.85375682593411,40.84370593896976,20
14152,2015-07-12,1320,N,N,N,,M,P,26, ,-73.83383194560203,40.84351701851573,20
14153,2015-07-12,1320,N,N,N,,M,P,15, ,-73.83383194560203,40.84351701851573,20
14154,2015-07-12,1324,Y,Y,Y,OT,F,B,35, ,-73.80774181591707,40.70058232906593,85
14155,2015-07-12,1341,N,N,N,DS,M,W,24, ,-73.9466014113877,40.625273792363075,14
14156,2015-07-12,1341,N,N,N,DS,M,W,22, ,-73.9466014113877,40.625273792363075,14
14157,2015-07-12,1430,N,N,N,,M,W,23, ,-73.99807490205401,40.67411586501977,68
14159,2015-07-12,1740,N,N,N,,M,B,18, ,-73.79303916334497,40.71070974248954,85
14160,2015-07-12,1740,N,Y,N,,M,Q,17, ,-73.79303916334497,40.71070974248954,85
14161,2015-07-12,1754,N,Y,N,,M,B,38, ,-73.94794877627757,40.81458039599275,20
14162,2015-07-12,1815,Y,N,Y,OT,M,B,17, ,-73.86968025683197,40.82942781568891,85
14163,2015-07-12,1823,Y,Y,Y,OR,M,B,22, ,-73.91161328687618,40.816797959440386,45
14164,2015-07-12,1823,Y,Y,N,SF,M,B,18, ,-73.91181223961406,40.81388321748891,45
14165,2015-07-12,2010,N,N,N,,M,W,33, ,-73.9928732726957,40.602325774169124,14
14166,2015-07-12,2037,N,Y,N,,M,B,28, ,-73.93365905220439,40.67126414523514,20
14167,2015-07-12,2242,N,Y,Y,OT,M,Q,15, ,-73.90423074115523,40.87567152775178,9
14168,2015-07-12,2317,N,Y,N,SF,M,P,21, ,-73.90357661515787,40.843003548715835,20
14169,2015-07-12,2327,N,Y,N,,M,B,14, ,-73.94510298251166,40.81338786708433,9
14170,2015-07-12,2345,Y,N,N,SF,M,B,25, ,-73.90753116446106,40.84516687225417,20
14171,2015-07-13,10,N,Y,N,,M,B,20, ,-73.9174344642873,40.69370040369914,20
14172,2015-07-13,10,Y,Y,Y,,M,B,20, ,-73.9174344642873,40.69370040369914,20
14173,2015-07-13,10,Y,Y,Y,,M,Q,28, ,-73.9174344642873,40.69370040369914,20
14174,2015-07-13,15,Y,Y,Y,SF,M,Q,16, ,-73.95652770636381,40.711244395077095,45
14175,2015-07-13,43,N,N,N,,M,B,32, ,-73.97127679753363,40.58610064340952,27
14176,2015-07-13,50,N,N,N,,M,W,15, ,-74.16762422714231,40.5593682898722,68
14177,2015-07-13,50,N,N,N,,M,W,17, ,-74.16762422714231,40.5593682898722,68
14178,2015-07-13,110,N,Y,N,,F,W,22, ,-73.98753589798079,40.58534873723978,20
14179,2015-07-13,110,N,Y,N,,F,W,38, ,-73.98753589798079,40.58534873723978,20
14180,2015-07-13,110,N,Y,N,,M,B,22, ,-73.98753589798079,40.58534873723978,20
14181,2015-07-13,110,N,Y,N,,M,B,20, ,-73.98753589798079,40.58534873723978,20
14182,2015-07-13,110,N,Y,N,,M,B,21, ,-73.98753589798079,40.58534873723978,20
14183,2015-07-13,130,N,N,N,,M,A,25, ,-73.99596126722216,40.57278912462052,46
14184,2015-07-13,130,N,N,N,,M,B,39, ,-73.90210566698212,40.65877757799344,46
14185,2015-07-13,140,N,N,N,,F,B,22, ,-74.08940356861687,40.586755651633325,46
14186,2015-07-13,140,N,N,N,,F,W,21, ,-74.08940356861687,40.586755651633325,46
14187,2015-07-13,140,N,N,N,,M,B,26, ,-74.08940356861687,40.586755651633325,46
14188,2015-07-13,140,N,N,N,,M,B,24, ,-74.08940356861687,40.586755651633325,46
14189,2015-07-13,145,N,Y,N,,M,B,32, ,-73.98156464839457,40.59265733762251,20
14190,2015-07-13,205,N,Y,Y,,M,W,28, ,-73.97421669514625,40.59011149445169,20
14191,2015-07-13,205,N,Y,Y,,M,W,37, ,-73.97421669514625,40.59011149445169,20
14192,2015-07-13,255,N,Y,N,OT,M,Q,23, ,-73.88485401338326,40.74753561113891,20
14193,2015-07-13,601,N,N,N,,M,Q,34, ,-73.99468836487605,40.646341333229245,23
14194,2015-07-13,918,N,N,N,OT,F,B,19, ,-73.92339660632008,40.68634579600221,56
14195,2015-07-13,918,N,N,N,OT,M,B,55, ,-73.92339660632008,40.68634579600221,56
14196,2015-07-13,934,Y,N,Y,OT,F,Q,28, ,-73.91705950482947,40.8182896441929,31
14197,2015-07-13,1045,N,N,N,,M,B,26, ,-73.98120219309828,40.575565399378135,45
14198,2015-07-13,1135,N,Y,N,SF,Z,Z,24, ,-73.86606701371034,40.67492997791011,20
14199,2015-07-13,1210,N,N,N,,M,W,63, ,-73.88894302167296,40.84713489774566,14
14200,2015-07-13,1300,Y,Y,N,,M,B,19, ,-73.86918217302073,40.82729735112241,85
14201,2015-07-13,1340,Y,Y,Y,OT,M,W,34, ,-73.91342638874703,40.814416916896356,31
14203,2015-07-13,1615,Y,Y,Y,SF,M,W,42, ,-73.80514944327737,40.86569054985997,85
14204,2015-07-13,1615,Y,Y,Y,SF,M,W,44, ,-73.80514944327737,40.86569054985997,85
14205,2015-07-13,1635,N,Y,N,,M,A,15, ,-73.82107705731366,40.72535339909921,20
14206,2015-07-13,1635,N,Y,N,,M,Z,15, ,-73.82107705731366,40.72535339909921,20
14207,2015-07-13,1905,N,N,N,,M,B,24, ,-73.87501378348054,40.83517566370712,9
14208,2015-07-13,2000,N,Y,N,DS,M,B,31, ,-73.90848649906776,40.865346691214484,46
14209,2015-07-13,2010,N,Y,N,SF,M,Q,25, ,-73.975867792646,40.72389518380806,9
14210,2015-07-13,2020,N,Y,N,,M,B,24, ,-73.97053347348054,40.638825203474354,9
14211,2015-07-13,2050,Y,Y,N,,M,B,38, ,-73.91570840239534,40.803941995633174,31
14213,2015-07-13,2221,N,N,N,,M,W,17, ,-73.81052941432992,40.784411823881385,14
14215,2015-07-13,2250,N,Y,N,,M,B,23, ,-73.93363345740731,40.67162644101482,9
14216,2015-07-14,55,N,N,N,,F,B,27, ,-73.9877794299506,40.74977184882636,68
14217,2015-07-14,120,Y,Y,N,,M,W,66, ,-73.82112701583951,40.76722745586905,100
14218,2015-07-14,215,N,N,N,,M,W,26, ,-73.95165990980054,40.76853640550145,14
14219,2015-07-14,230,Y,Y,Y,,M,P,16, ,-73.9052852299802,40.87917737010677,85
14220,2015-07-14,235,Y,Y,Y,,M,P,17, ,-73.9052852299802,40.87917737010677,20
14221,2015-07-14,440,Y,Y,N,OR,M,B,22, ,-73.8569952988694,40.90081890639294,46
14222,2015-07-14,451,N,Y,Y,DS,M,Q,24, ,-73.8617774128657,40.74428240046148,20
14224,2015-07-14,955,N,Y,N,SF,F,I,35, ,-73.85083014762964,40.90456857446286,14
14225,2015-07-14,1130,N,N,N,,M,A,27, ,-73.99779963053136,40.60387129452229,24
14226,2015-07-14,1130,N,N,N,,M,W,24, ,-73.99779963053136,40.60387129452229,24
14227,2015-07-14,1140,N,Y,Y,OR,F,P,33, ,-73.94802701562209,40.82541932482338,68
14228,2015-07-14,1210,N,N,N,,M,B,25, ,-73.80771484726637,40.58989311557203,27
14229,2015-07-14,1300,Y,Y,Y,,M,Q,14, ,-73.9132916655876,40.704311374920294,19
14230,2015-07-14,1300,Y,Y,Y,,M,Q,15, ,-73.9132916655876,40.704311374920294,19
14233,2015-07-14,1451,N,Y,N,,M,B,24, ,-73.90630367818528,40.66455883771501,20
14234,2015-07-14,1525,Y,Y,Y,,M,B,21, ,-73.91449627474454,40.80556049139705,20
14235,2015-07-14,1545,N,N,N,,M,Q,35, ,-73.92058601816285,40.766521005895804,14
14236,2015-07-14,1600,N,Y,N,,M,Q,17, ,-73.93371351666804,40.77605904339358,19
14237,2015-07-14,1600,N,Y,N,,M,Q,16, ,-73.93371351666804,40.77605904339358,19
14238,2015-07-14,1601,N,Y,N,,M,B,26, ,-73.97081798033825,40.63914916082419,31
14239,2015-07-14,1605,Y,Y,N,,M,B,28, ,-73.74728757941112,40.68973612762597,46
14240,2015-07-14,1605,Y,Y,N,,M,B,30, ,-73.74728757941112,40.68973612762597,46
14241,2015-07-14,1639,N,Y,N,,M,Q,21, ,-73.93335220513019,40.758275654299034,85
14242,2015-07-14,1639,N,Y,N,,M,W,21, ,-73.93335220513019,40.758275654299034,85
14243,2015-07-14,1650,N,Y,N,,M,Q,17, ,-73.87049057499664,40.867950701049544,20
14245,2015-07-14,1650,N,Y,N,,M,Q,19, ,-73.87049057499664,40.867950701049544,20
14246,2015-07-14,1718,N,Y,Y,,M,A,19, ,-73.97150819026028,40.642890476943904,40
14247,2015-07-14,1718,N,Y,Y,,M,A,19, ,-73.97150819026028,40.642890476943904,112
14248,2015-07-14,1733,Y,N,Y,,M,B,20, ,-73.87032562821001,40.66885791603061,113
14249,2015-07-14,1733,N,N,Y,,M,P,17, ,-73.87032562821001,40.66885791603061,113
14250,2015-07-14,1753,Y,Y,N,,M,P,40, ,-73.91967350312241,40.80773803741142,31
14251,2015-07-14,1815,N,Y,N,SF,M,B,31, ,-73.85615516180997,40.832710888191414,45
14252,2015-07-14,1825,N,N,N,,M,B,20, ,-73.87785286011058,40.83394632884309,31
14254,2015-07-14,2052,N,N,N,,F,B,15, ,-73.97771732623377,40.68444230612648,45
14255,2015-07-14,2100,N,Y,N,,M,B,19, ,-73.76040698150494,40.59610354912935,20
14256,2015-07-14,2100,N,N,N,,M,Q,28, ,-73.81681722581564,40.70792017924152,46
14257,2015-07-14,2100,N,N,N,,M,Q,32, ,-73.81681722581564,40.70792017924152,46
14258,2015-07-14,2105,N,N,N,,M,Q,27, ,-73.86224273987214,40.68155409944525,46
14259,2015-07-14,2120,N,N,N,,M,B,64, ,-73.85568302676627,40.663866935362925,14
14260,2015-07-14,2123,N,Y,N,DO,Z,Z,18, ,-73.9373357567324,40.825048963395574,20
14261,2015-07-14,2150,N,N,N,OR,F,W,27, ,-73.98219672489974,40.774369507097596,68
14262,2015-07-14,2158,Y,Y,N,,M,B,55, ,-73.9280584028215,40.70007814251089,22
14265,2015-07-14,2215,Y,N,N,,M,B,25, ,-73.8470001583162,40.88684661690854,27
14266,2015-07-14,2300,N,Y,N,SF,M,Q,14, ,-73.85587158611075,40.74508760839796,45
14267,2015-07-14,2325,N,Y,N,DS,M,Q,33, ,-73.98839753618604,40.57858014547611,20
14268,2015-07-14,2330,N,N,N,,F,Q,28, ,-73.82418716889075,40.87845653070534,24
14269,2015-07-14,2330,N,N,N,,M,B,23, ,-73.86086203518101,40.88709745767697,20
14270,2015-07-14,2330,Y,Y,Y,,M,B,27, ,-73.84432698325169,40.88706536244848,24
14271,2015-07-14,2340,N,Y,N,,M,B,25, ,-73.98132013251953,40.5914825239302,85
14273,2015-07-15,50,N,Y,N,SF,M,B,18, ,-73.85247967199933,40.83778396803399,85
14275,2015-07-15,50,N,Y,N,SF,M,B,19, ,-73.85247967199933,40.83778396803399,85
14276,2015-07-15,50,N,Y,N,SF,M,I,16, ,-73.85247967199933,40.83778396803399,85
14277,2015-07-15,240,N,N,N,OT,F,B,33, ,-74.16038755260283,40.63159439046905,60
14278,2015-07-15,240,N,Y,N,OT,M,B,30, ,-74.16038755260283,40.63159439046905,60
14279,2015-07-15,302,N,N,N,,M,A,21, ,-73.76569122862426,40.76080140070053,46
14280,2015-07-15,400,N,N,N,,M,B,16, ,-73.96757367029656,40.79786946922046,23
14281,2015-07-15,400,N,N,N,,M,P,15, ,-73.96757367029656,40.79786946922046,23
14282,2015-07-15,855,N,N,N,,M,B,42, ,-73.93999227682649,40.70396608257702,31
14283,2015-07-15,915,Y,Y,N,,M,B,26, ,-73.75687038370782,40.69317127852495,20
14284,2015-07-15,915,N,Y,N,,M,P,19, ,-73.75687038370782,40.69317127852495,20
14285,2015-07-15,1120,N,N,N,,M,B,54, ,-73.98438347538107,40.74869549724285,41
14286,2015-07-15,1120,N,N,N,,M,B,27, ,-73.98438347538107,40.74869549724285,41
14287,2015-07-15,1150,Y,Y,N,OT,M,P,37, ,-73.95505383514801,40.773335584300185,68
14288,2015-07-15,1310,Y,Y,Y,,F,Q,38, ,-73.94448407699714,40.71082750251825,31
14289,2015-07-15,1310,Y,Y,Y,OT,M,Q,43, ,-73.94448407699714,40.71082750251825,31
14290,2015-07-15,1315,Y,Y,Y,,M,B,38, ,-73.84045153716953,40.65736089338341,85
14291,2015-07-15,1315,Y,Y,Y,,M,B,28, ,-73.84045153716953,40.65736089338341,85
14292,2015-07-15,1337,N,Y,Y,OT,M,Q,18, ,-73.84702265075401,40.83935232493212,9
14295,2015-07-15,1340,N,N,N,DS,F,B,24, ,-73.96421555375508,40.63509873484878,20
14296,2015-07-15,1340,N,Y,N,DS,M,B,28, ,-73.96421555375508,40.63509873484878,20
14297,2015-07-15,1340,N,Y,N,,M,B,23, ,-73.96421555375508,40.63509873484878,20
14298,2015-07-15,1340,N,Y,N,DS,M,B,23, ,-73.96421555375508,40.63509873484878,20
14299,2015-07-15,1340,N,Y,N,DS,M,B,20, ,-73.96421555375508,40.63509873484878,20
14300,2015-07-15,1340,Y,Y,Y,,M,W,29, ,-73.99168995297292,40.735203061055294,20
14301,2015-07-15,1344,Y,Y,Y,OT,F,Q,28, ,-73.95073925678317,40.78326153291575,45
14302,2015-07-15,1345,Y,N,Y,OT,M,B,28, ,-73.91833403461165,40.80717442774125,20
14303,2015-07-15,1420,N,Y,Y,SF,M,W,58, ,-73.97701203777822,40.74310320745032,9
14304,2015-07-15,1430,Y,Y,Y,,M,B,17, ,-73.9418976546062,40.653095414966714,20
14305,2015-07-15,1435,N,N,N,,M,B,25, ,-73.94627969154755,40.792245795331304,85
14306,2015-07-15,1435,N,N,N,,M,Q,23, ,-73.94627969154755,40.792245795331304,85
14307,2015-07-15,1515,N,Y,Y,,M,B,67, ,-73.95558406794517,40.77949772522639,96
14308,2015-07-15,1525,N,Y,N,,M,B,46, ,-73.94166141584145,40.75839818591974,45
14309,2015-07-15,1552,N,N,N,,M,A,28, ,-73.94504976906444,40.75532573704755,85
14310,2015-07-15,1610,N,Y,Y,DS,M,Q,27, ,-73.9715760146238,40.64439189111938,14
14311,2015-07-15,1610,N,Y,Y,,M,Q,40, ,-73.9715760146238,40.64439189111938,14
14312,2015-07-15,1620,N,N,N,,M,B,30, ,-73.9643026177316,40.80237259982287,20
14313,2015-07-15,1630,Y,Y,Y,,M,B,50, ,-74.0040580580704,40.71313543861811,113
14314,2015-07-15,1645,Y,Y,Y,,M,B,25, ,-73.93494332572409,40.7590094107613,85
14315,2015-07-15,1710,N,N,N,,M,B,13, ,-73.84368626616353,40.67658704214588,14
14316,2015-07-15,1710,N,N,N,,M,B,11, ,-73.84368626616353,40.67658704214588,14
14317,2015-07-15,1710,N,N,N,,M,B,15, ,-73.84368626616353,40.67658704214588,14
14318,2015-07-15,1722,N,Y,N,OT,M,Q,55, ,-73.93682682668988,40.82067909548294,20
14319,2015-07-15,1805,N,N,N,SF,M,B,20, ,-73.96790880433315,40.64960052628594,68
14320,2015-07-15,1805,N,N,N,SF,M,B,17, ,-73.96790880433315,40.64960052628594,68
14321,2015-07-15,1815,N,Y,N,DS,M,B,36, ,-73.90763865107012,40.66883079360859,85
14322,2015-07-15,1820,N,N,N,,M,Q,26, ,-73.87625202188431,40.74843794788512,85
14323,2015-07-15,1830,N,N,N,,M,A,49, ,-73.82348401940631,40.76465102900692,46
14324,2015-07-15,1910,N,Y,N,OT,M,Q,34, ,-73.84912619279312,40.72771838169781,46
14325,2015-07-15,1915,N,Y,Y,,M,B,39, ,-73.95616511449064,40.65377695392883,20
14326,2015-07-15,1950,N,Y,N,,M,B,29, ,-73.95067714864895,40.789110533044884,20
14327,2015-07-15,2000,N,Y,N,,M,B,33, ,-73.99026611004675,40.57701578119073,9
14328,2015-07-15,2000,N,N,N,SF,M,W,35, ,-73.94982473837051,40.78451548195043,19
14330,2015-07-15,2016,N,N,N,,M,B,25, ,-73.8553451803062,40.69001052094113,46
14331,2015-07-15,2016,N,N,N,,M,B,24, ,-73.8553451803062,40.69001052094113,46
14332,2015-07-15,2016,N,Y,N,DS,M,B,21, ,-73.8553451803062,40.69001052094113,85
14334,2015-07-15,2022,N,Y,N,,M,B,33, ,-73.92422664590053,40.812629472494216,20
14335,2015-07-15,2035,N,Y,N,,M,Q,28, ,-74.00477306708821,40.67380562251802,24
14336,2015-07-15,2146,N,Y,N,DS,M,Z,15, ,-73.9428633976772,40.821541341472674,9
14337,2015-07-15,2155,Y,Y,Y,OT,M,B,25, ,-73.84163859842903,40.88758868583453,31
14339,2015-07-15,2210,N,Y,N,,M,B,33, ,-73.97885518710693,40.575501860880614,20
14340,2015-07-15,2210,N,Y,N,DS,M,Q,22, ,-73.86229718361156,40.67963282113678,85
14341,2015-07-15,2213,N,Y,N,SW,M,Q,24, ,-73.99511528957498,40.721487711517895,85
14342,2015-07-15,2215,N,Y,N,,M,Q,26, ,-73.91278866068933,40.804840094002145,20
14343,2015-07-15,2215,N,Y,N,,M,Q,47, ,-73.93018428925656,40.698471017934814,14
14344,2015-07-15,2235,N,Y,N,,M,B,25, ,-73.87739155974558,40.83326515015591,20
14345,2015-07-15,2235,N,Y,N,,M,B,32, ,-73.87739155974558,40.83326515015591,20
14346,2015-07-15,2310,N,Y,N,DS,M,Q,22, ,-73.8846612005949,40.87974871048077,60
14347,2015-07-15,2310,N,Y,N,DS,M,Q,25, ,-73.8583872192076,40.690648347191164,46
14348,2015-07-15,2311,N,N,N,OT,M,B,14, ,-73.96698601559024,40.63550853701754,14
14349,2015-07-15,2311,N,N,N,,M,P,15, ,-73.96698601559024,40.63550853701754,14
14350,2015-07-15,2350,N,N,N,,M,B,23, ,-73.96188711892903,40.61780580824588,68
14351,2015-07-16,3,N,Y,N,,M,B,64, ,-73.74624067403917,40.70520888631299,14
14352,2015-07-16,20,N,Y,N,DO,M,Q,18, ,-73.97621144490112,40.57982715381485,20
14353,2015-07-16,25,N,Y,N,OT,M,B,15, ,-73.90899132741028,40.85046806205169,85
14354,2015-07-16,30,N,Y,N,,M,B,19, ,-73.79639601937811,40.68161287874866,20
14355,2015-07-16,30,N,Y,N,,M,B,61, ,-73.74624067403917,40.70520888631299,14
14356,2015-07-16,40,N,Y,N,,M,B,31, ,-73.77313818057564,40.709922920551044,85
14357,2015-07-16,150,N,Y,N,SF,M,B,23, ,-73.8414982558993,40.697680391447186,46
14358,2015-07-16,207,N,Y,N,,M,W,30, ,-73.97319508783065,40.63261989047637,19
14359,2015-07-16,240,Y,N,N,,M,Q,26, ,-73.79474765374017,40.75562808110087,31
14360,2015-07-16,320,Y,Y,N,DS,M,Q,32, ,-73.93329875946658,40.77199659067721,68
14361,2015-07-16,347,N,Y,Y,OT,M,B,86, ,-73.952590152183,40.8107644899635,9
14362,2015-07-16,405,N,Y,N,,M,B,20, ,-73.91709112654287,40.82190720690726,20
14363,2015-07-16,440,Y,Y,Y,,M,Q,42, ,-73.8804121412739,40.80939200251085,46
14364,2015-07-16,650,Y,Y,Y,OR,M,B,31, ,-73.95328480063883,40.72691021392439,68
14365,2015-07-16,904,N,Y,N,OT,M,A,22, ,-73.78839893000134,40.71688801674309,20
14367,2015-07-16,1120,N,Y,Y,SF,M,W,33, ,-73.93450543841661,40.69774070500916,14
14368,2015-07-16,1125,Y,N,N,,M,B,22, ,-73.98294764879233,40.59129064099777,31
14369,2015-07-16,1134,N,N,N,,M,B,28, ,-73.75374408446251,40.67945170100079,85
14370,2015-07-16,1134,N,Y,N,,M,B,20, ,-73.75374408446251,40.67945170100079,85
14371,2015-07-16,1140,N,N,N,,M,B,33, ,-73.99086411621487,40.600135283966395,46
14372,2015-07-16,1140,N,N,N,,M,W,27, ,-73.99086411621487,40.600135283966395,46
14373,2015-07-16,1330,N,Y,N,SF,M,B,24, ,-73.96334823298253,40.67921806856685,85
14374,2015-07-16,1344,Y,Y,Y,OT,M,B,34, ,-73.95073925678317,40.78326153291575,45
14375,2015-07-16,1345,Y,Y,Y,OR,M,B,29, ,-73.91215848409004,40.81978737640061,9
14376,2015-07-16,1414,Y,Y,Y,,M,Q,67, ,-73.98820001110087,40.71855580770046,20
14377,2015-07-16,1445,Y,Y,Y,,M,Q,35, ,-73.97363075888283,40.64241888017402,24
14378,2015-07-16,1445,Y,Y,Y,,M,W,49, ,-73.97424330119557,40.64248489384858,24
14379,2015-07-16,1530,N,N,N,,M,Q,36, ,-73.84556405246998,40.75465343300763,113
14380,2015-07-16,1532,N,N,N,,F,B,24, ,-73.98112958632518,40.781593483464896,60
14381,2015-07-16,1700,Y,Y,Y,OT,M,B,29, ,-73.92928223757919,40.66490463220345,46
14382,2015-07-16,1740,N,N,N,,M,B,18, ,-73.90505745694728,40.70187850368135,68
14383,2015-07-16,1754,N,Y,Y,,M,B,27, ,-73.92739326643189,40.6650736317652,9
14385,2015-07-16,1900,N,Y,N,DS,M,W,47, ,-73.85402071464793,40.74815665578704,20
14386,2015-07-16,1945,N,Y,Y,,M,B,36, ,-73.97424330119557,40.64248489384858,24
14387,2015-07-16,1950,N,N,N,,M,B,22, ,-73.98378494191734,40.67219339561052,9
14388,2015-07-16,2020,N,Y,Y,,M,B,21, ,-73.84314687964641,40.68059368406901,28
14389,2015-07-16,2040,N,Y,N,OT,M,Q,46, ,-73.99786005613711,40.741055152896635,68
14390,2015-07-16,2105,Y,Y,Y,,M,B,18, ,-73.84166015434272,40.88764909858817,27
14391,2015-07-16,2115,N,Y,N,,M,B,40, ,-73.95586046642251,40.80374478412917,20
14392,2015-07-16,2142,Y,Y,N,OT,M,B,13, ,-73.99579825636073,40.64637980611183,31
14393,2015-07-16,2142,Y,Y,N,DS,M,B,15, ,-73.99579825636073,40.64637980611183,14
14394,2015-07-16,2145,N,N,N,SF,M,W,44, ,-73.9488373453159,40.78187461313116,22
14395,2015-07-16,2225,N,Y,Y,DS,M,Q,43, ,-73.91916913275335,40.80662607127182,20
14396,2015-07-16,2255,N,Y,Y,DS,M,P,18, ,-73.90060480716431,40.87023396624603,85
14397,2015-07-16,2350,N,Y,N,,M,W,26, ,-73.96514166442496,40.57962395782598,46
14398,2015-07-16,2355,N,Y,N,,M,B,15, ,-73.87895984217539,40.67438432933694,20
14399,2015-07-16,2355,N,Y,N,SF,M,B,19, ,-73.85049340311,40.89827458198397,60
14400,2015-07-17,14,N,Y,N,OT,M,B,20, ,-73.88681465413494,40.662013369753275,20
14401,2015-07-17,30,N,N,N,,F,Q,21, ,-73.89423218413164,40.77815399559104,24
14402,2015-07-17,30,N,Y,N,OR,M,A,21, ,-73.89423218413164,40.77815399559104,24
14403,2015-07-17,30,N,Y,N,,M,A,24, ,-73.89423218413164,40.77815399559104,24
14404,2015-07-17,30,N,N,N,,M,Z,31, ,-73.93818319668821,40.78795172133167,46
